length,maturity,cruise,x,y,width,height,image_name,ID,Alternative view ID,position,event,net,board
33,MS1,JR255A,4655,3495,787,164,JR255A_krill_image_73.JPG,JR255A_krill_image_73.jpeg-25,JR255A_krill_image_74.JPG-25,Dorsal,78,2,3
32,FS1,JR255A,464,751,887,214,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-1,JR255A_krill_image_71.JPG-1,Lateral,78,2,2
32,J,JR255A,1570,742,751,200,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-2,JR255A_krill_image_71.JPG-2,Lateral,78,2,2
35,MS1,JR255A,2471,696,851,214,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-3,JR255A_krill_image_71.JPG-3,Lateral,78,2,2
27,J,JR255A,3682,724,664,168,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-4,JR255A_krill_image_71.JPG-4,Lateral,78,2,2
24,J,JR255A,4724,692,637,187,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-5,JR255A_krill_image_71.JPG-5,Lateral,78,2,2
41,MS2,JR255A,405,1461,1056,196,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-6,JR255A_krill_image_71.JPG-6,Lateral,78,2,2
23,J,JR255A,1825,1461,560,159,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-7,JR255A_krill_image_71.JPG-7,Lateral,78,2,2
39,FS1,JR255A,2553,1429,960,173,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-8,JR255A_krill_image_71.JPG-8,Lateral,78,2,2
24,J,JR255A,3791,1420,623,168,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-9,JR255A_krill_image_71.JPG-9,Lateral,78,2,2
24,J,JR255A,4510,1411,605,164,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-10,JR255A_krill_image_71.JPG-10,Lateral,78,2,2
28,J,JR255A,542,2162,728,168,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-11,JR255A_krill_image_71.JPG-11,Lateral,78,2,2
39,MS3,JR255A,1393,2140,956,187,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-12,JR255A_krill_image_71.JPG-12,Lateral,78,2,2
43,MS3,JR255A,2561,2139,1038,205,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-13,JR255A_krill_image_71.JPG-13,Lateral,78,2,2
38,FS1,JR255A,3650,2107,865,177,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-14,JR255A_krill_image_71.JPG-14,Lateral,78,2,2
21,J,JR255A,4651,2107,496,150,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-15,JR255A_krill_image_71.JPG-15,Lateral,78,2,2
20,J,JR255A,546,2844,519,150,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-16,JR255A_krill_image_71.JPG-16,Lateral,78,2,2
35,MS1,JR255A,1484,2826,928,218,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-17,JR255A_krill_image_71.JPG-17,Lateral,78,2,2
29,J,JR255A,2744,2812,714,191,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-18,JR255A_krill_image_71.JPG-18,Lateral,78,2,2
26,J,JR255A,3636,2821,687,173,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-19,JR255A_krill_image_71.JPG-19,Lateral,78,2,2
34,MS1,JR255A,4555,2803,833,205,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-20,JR255A_krill_image_71.JPG-20,Lateral,78,2,2
36,FS1,JR255A,355,3554,874,191,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-21,JR255A_krill_image_71.JPG-21,Lateral,78,2,2
38,FS1,JR255A,1461,3522,978,228,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-22,JR255A_krill_image_71.JPG-22,Lateral,78,2,2
39,MS2,JR255A,2494,3513,983,218,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-23,JR255A_krill_image_71.JPG-23,Lateral,78,2,2
40,MS2,JR255A,3818,3518,928,191,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-24,JR255A_krill_image_71.JPG-24,Lateral,78,2,2
42,MS2,JR255A,4898,3543,862,155,JR255A_krill_image_72.JPG,JR255A_krill_image_72.jpeg-25,JR255A_krill_image_71.JPG-25,Lateral,78,2,2
32,FS1,JR255A,400,782,933,177,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-1,JR255A_krill_image_72.JPG-1,Dorsal,78,2,2
32,J,JR255A,1588,783,719,146,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-2,JR255A_krill_image_72.JPG-2,Dorsal,78,2,2
35,MS1,JR255A,2444,742,842,159,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-3,JR255A_krill_image_72.JPG-3,Dorsal,78,2,2
27,J,JR255A,3677,733,619,159,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-4,JR255A_krill_image_72.JPG-4,Dorsal,78,2,2
24,J,JR255A,4715,710,587,159,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-5,JR255A_krill_image_72.JPG-5,Dorsal,78,2,2
41,MS2,JR255A,446,1456,942,177,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-6,JR255A_krill_image_72.JPG-6,Dorsal,78,2,2
23,J,JR255A,1670,1483,674,146,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-7,JR255A_krill_image_72.JPG-7,Dorsal,78,2,2
39,FS1,JR255A,2521,1415,983,168,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-8,JR255A_krill_image_72.JPG-8,Dorsal,78,2,2
24,J,JR255A,3800,1411,628,123,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-9,JR255A_krill_image_72.JPG-9,Dorsal,78,2,2
24,J,JR255A,4510,1402,578,114,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-10,JR255A_krill_image_72.JPG-10,Dorsal,78,2,2
28,J,JR255A,437,2139,760,155,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-11,JR255A_krill_image_72.JPG-11,Dorsal,78,2,2
39,MS3,JR255A,1306,2148,1015,168,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-12,JR255A_krill_image_72.JPG-12,Dorsal,78,2,2
43,MS3,JR255A,2385,2116,1074,173,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-13,JR255A_krill_image_72.JPG-13,Dorsal,78,2,2
38,FS1,JR255A,3545,2066,974,182,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-14,JR255A_krill_image_72.JPG-14,Dorsal,78,2,2
21,J,JR255A,4646,2121,587,155,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-15,JR255A_krill_image_72.JPG-15,Dorsal,78,2,2
20,J,JR255A,514,2899,614,146,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-16,JR255A_krill_image_72.JPG-16,Dorsal,78,2,2
35,MS1,JR255A,1525,2835,924,196,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-17,JR255A_krill_image_72.JPG-17,Dorsal,78,2,2
29,J,JR255A,2771,2785,755,200,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-18,JR255A_krill_image_72.JPG-18,Dorsal,78,2,2
26,J,JR255A,3618,2826,674,191,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-19,JR255A_krill_image_72.JPG-19,Dorsal,78,2,2
34,MS1,JR255A,4482,2762,919,209,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-20,JR255A_krill_image_72.JPG-20,Dorsal,78,2,2
36,FS1,JR255A,337,3581,846,155,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-21,JR255A_krill_image_72.JPG-21,Dorsal,78,2,2
38,FS1,JR255A,1534,3527,906,173,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-22,JR255A_krill_image_72.JPG-22,Dorsal,78,2,2
39,MS2,JR255A,2749,3527,956,168,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-23,JR255A_krill_image_72.JPG-23,Dorsal,78,2,2
40,MS2,JR255A,3818,3522,1010,168,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-24,JR255A_krill_image_72.JPG-24,Dorsal,78,2,2
42,MS2,JR255A,4874,3518,974,155,JR255A_krill_image_71.JPG,JR255A_krill_image_71.jpeg-25,JR255A_krill_image_72.JPG-25,Dorsal,78,2,2
37,MS1,JR255A,528,774,969,187,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-1,JR255A_krill_image_69.JPG-1,Lateral,78,2,1
38,MS2,JR255A,1734,769,983,182,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-2,JR255A_krill_image_69.JPG-2,Lateral,78,2,1
37,MS2,JR255A,3031,769,865,182,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-3,JR255A_krill_image_69.JPG-3,Lateral,78,2,1
38,FS1,JR255A,4091,765,869,168,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-4,JR255A_krill_image_69.JPG-4,Lateral,78,2,1
25,J,JR255A,5033,819,601,127,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-5,JR255A_krill_image_69.JPG-5,Lateral,78,2,1
43,MS3,JR255A,373,1420,1051,209,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-6,JR255A_krill_image_69.JPG-6,Lateral,78,2,1
35,MS1,JR255A,1529,1438,878,200,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-7,JR255A_krill_image_69.JPG-7,Lateral,78,2,1
34,MS1,JR255A,2653,1433,915,205,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-8,JR255A_krill_image_69.JPG-8,Lateral,78,2,1
30,J,JR255A,3618,1461,737,255,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-9,JR255A_krill_image_69.JPG-9,Lateral,78,2,1
26,J,JR255A,4651,1465,765,196,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-10,JR255A_krill_image_69.JPG-10,Lateral,78,2,1
38,FS1,JR255A,496,2121,1042,209,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-11,JR255A_krill_image_69.JPG-11,Lateral,78,2,1
43,FS2,JR255A,1602,2130,978,200,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-12,JR255A_krill_image_69.JPG-12,Lateral,78,2,1
23,J,JR255A,2721,2203,664,177,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-13,JR255A_krill_image_69.JPG-13,Lateral,78,2,1
46,MS3,JR255A,3458,2130,1133,246,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-14,JR255A_krill_image_69.JPG-14,Lateral,78,2,1
29,J,JR255A,4715,2175,769,173,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-15,JR255A_krill_image_69.JPG-15,Lateral,78,2,1
25,J,JR255A,619,2817,605,164,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-16,JR255A_krill_image_69.JPG-16,Lateral,78,2,1
40,MS2,JR255A,1565,2808,956,173,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-17,JR255A_krill_image_69.JPG-17,Lateral,78,2,1
38,MS2,JR255A,2690,2858,960,173,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-18,JR255A_krill_image_69.JPG-18,Lateral,78,2,1
33,FS1,JR255A,3736,2848,787,159,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-19,JR255A_krill_image_69.JPG-19,Lateral,78,2,1
42,MS2,JR255A,4783,2867,1038,191,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-20,JR255A_krill_image_69.JPG-20,Lateral,78,2,1
42,FS2,JR255A,378,3509,1010,205,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-21,JR255A_krill_image_69.JPG-21,Lateral,78,2,1
24,J,JR255A,1647,3514,546,146,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-22,JR255A_krill_image_69.JPG-22,Lateral,78,2,1
42,MS3,JR255A,2426,3518,1088,205,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-23,JR255A_krill_image_69.JPG-23,Lateral,78,2,1
26,J,JR255A,3704,3527,651,137,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-24,JR255A_krill_image_69.JPG-24,Lateral,78,2,1
28,J,JR255A,4720,3523,705,155,JR255A_krill_image_70.JPG,JR255A_krill_image_70.jpeg-25,JR255A_krill_image_69.JPG-25,Lateral,78,2,1
37,MS1,JR255A,496,769,974,187,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-1,JR255A_krill_image_70.JPG-1,Dorsal,2,78,1
38,MS2,JR255A,1738,769,915,187,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-2,JR255A_krill_image_70.JPG-2,Dorsal,2,78,1
37,MS2,JR255A,3031,783,828,164,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-3,JR255A_krill_image_70.JPG-3,Dorsal,2,78,1
38,FS1,JR255A,4096,792,883,159,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-4,JR255A_krill_image_70.JPG-4,Dorsal,2,78,1
25,J,JR255A,5033,828,623,123,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-5,JR255A_krill_image_70.JPG-5,Dorsal,2,78,1
43,MS3,JR255A,396,1447,1033,218,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-6,JR255A_krill_image_70.JPG-6,Dorsal,2,78,1
35,MS1,JR255A,1543,1483,865,187,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-7,JR255A_krill_image_70.JPG-7,Dorsal,2,78,1
34,MS1,JR255A,2589,1465,846,200,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-8,JR255A_krill_image_70.JPG-8,Dorsal,2,78,1
30,J,JR255A,3568,1488,824,182,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-9,JR255A_krill_image_70.JPG-9,Dorsal,2,78,1
26,J,JR255A,4628,1515,710,159,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-10,JR255A_krill_image_70.JPG-10,Dorsal,2,78,1
38,FS1,JR255A,519,2162,951,187,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-11,JR255A_krill_image_70.JPG-11,Dorsal,2,78,1
43,FS2,JR255A,1611,2048,1097,205,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-12,JR255A_krill_image_70.JPG-12,Dorsal,2,78,1
23,J,JR255A,2735,2212,619,146,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-13,JR255A_krill_image_70.JPG-13,Dorsal,2,78,1
46,MS3,JR255A,3427,2175,1192,223,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-14,JR255A_krill_image_70.JPG-14,Dorsal,2,78,1
29,J,JR255A,4710,2198,769,155,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-15,JR255A_krill_image_70.JPG-15,Dorsal,2,78,1
25,J,JR255A,696,2785,583,168,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-16,JR255A_krill_image_70.JPG-16,Dorsal,2,78,1
40,MS2,JR255A,1552,2758,992,177,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-17,JR255A_krill_image_70.JPG-17,Dorsal,2,78,1
38,MS2,JR255A,2790,2771,919,187,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-18,JR255A_krill_image_70.JPG-18,Dorsal,2,78,1
33,FS1,JR255A,3790,2790,760,159,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-19,JR255A_krill_image_70.JPG-19,Dorsal,2,78,1
42,MS2,JR255A,4806,2817,992,173,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-20,JR255A_krill_image_70.JPG-20,Dorsal,2,78,1
42,FS2,JR255A,369,3472,1024,173,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-21,JR255A_krill_image_70.JPG-21,Dorsal,2,78,1
24,J,JR255A,1684,3490,578,123,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-22,JR255A_krill_image_70.JPG-22,Dorsal,2,78,1
42,MS3,JR255A,2503,3481,988,196,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-23,JR255A_krill_image_70.JPG-23,Dorsal,2,78,1
26,J,JR255A,3700,3500,637,146,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-24,JR255A_krill_image_70.JPG-24,Dorsal,2,78,1
28,J,JR255A,4728,3500,714,150,JR255A_krill_image_69.JPG,JR255A_krill_image_69.jpeg-25,JR255A_krill_image_70.JPG-25,Dorsal,2,78,1
38,FS1,JR255A,414,774,851,150,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-1,JR255A_krill_image_67.JPG-1,Lateral,78,1,4
24,J,JR255A,1489,774,551,123,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-2,JR255A_krill_image_67.JPG-2,Lateral,78,1,4
23,J,JR255A,2171,755,560,118,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-3,JR255A_krill_image_67.JPG-3,Lateral,78,1,4
24,J,JR255A,3027,774,496,123,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-4,JR255A_krill_image_67.JPG-4,Lateral,78,1,4
21,J,JR255A,4136,755,510,132,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-5,JR255A_krill_image_67.JPG-5,Lateral,78,1,4
22,J,JR255A,428,1461,623,141,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-6,JR255A_krill_image_67.JPG-6,Lateral,78,1,4
23,J,JR255A,1702,1483,537,118,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-7,JR255A_krill_image_67.JPG-7,Lateral,78,1,4
20,J,JR255A,2613,1497,505,132,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-8,JR255A_krill_image_67.JPG-8,Lateral,78,1,4
20,J,JR255A,3450,1484,464,114,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-9,JR255A_krill_image_67.JPG-9,Lateral,78,1,4
26,J,JR255A,4019,1452,592,132,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-10,JR255A_krill_image_67.JPG-10,Lateral,78,1,4
26,J,JR255A,314,2175,678,137,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-11,JR255A_krill_image_67.JPG-11,Lateral,78,1,4
44,FS1,JR255A,1306,2166,1015,214,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-12,JR255A_krill_image_67.JPG-12,Lateral,78,1,4
32,J,JR255A,2416,2175,755,132,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-13,JR255A_krill_image_67.JPG-13,Lateral,78,1,4
26,J,JR255A,3349,2162,551,118,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-14,JR255A_krill_image_67.JPG-14,Lateral,78,1,4
20,J,JR255A,4137,2153,514,118,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-15,JR255A_krill_image_67.JPG-15,Lateral,78,1,4
25,J,JR255A,364,2876,687,141,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-16,JR255A_krill_image_67.JPG-16,Lateral,78,1,4
26,J,JR255A,1365,2867,664,141,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-17,JR255A_krill_image_67.JPG-17,Lateral,78,1,4
37,FS1,JR255A,2235,2853,837,150,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-18,JR255A_krill_image_67.JPG-18,Lateral,78,1,4
30,J,JR255A,3354,2858,701,155,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-19,JR255A_krill_image_67.JPG-19,Lateral,78,1,4
21,J,JR255A,4273,2849,555,150,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-20,JR255A_krill_image_67.JPG-20,Lateral,78,1,4
28,J,JR255A,364,3590,583,127,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-21,JR255A_krill_image_67.JPG-21,Lateral,78,1,4
23,J,JR255A,1384,3577,514,155,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-22,JR255A_krill_image_67.JPG-22,Lateral,78,1,4
22,J,JR255A,2457,3568,482,118,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-23,JR255A_krill_image_67.JPG-23,Lateral,78,1,4
25,J,JR255A,3568,3573,532,127,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-24,JR255A_krill_image_67.JPG-24,Lateral,78,1,4
40,FS2,JR255A,4250,3559,919,168,JR255A_krill_image_68.JPG,JR255A_krill_image_68.jpeg-25,JR255A_krill_image_67.JPG-25,Lateral,78,1,4
38,FS1,JR255A,387,747,883,187,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-1,JR255A_krill_image_68.JPG-1,Dorsal,78,1,4
24,J,JR255A,1497,742,546,150,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-2,JR255A_krill_image_68.JPG-2,Dorsal,78,1,4
23,J,JR255A,2244,737,537,155,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-3,JR255A_krill_image_68.JPG-3,Dorsal,78,1,4
24,J,JR255A,2999,733,583,155,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-4,JR255A_krill_image_68.JPG-4,Dorsal,78,1,4
21,J,JR255A,4100,723,619,127,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-5,JR255A_krill_image_68.JPG-5,Dorsal,78,1,4
22,J,JR255A,464,1484,573,155,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-6,JR255A_krill_image_68.JPG-6,Dorsal,78,1,4
23,J,JR255A,1520,1488,569,114,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-7,JR255A_krill_image_68.JPG-7,Dorsal,78,1,4
20,J,JR255A,2613,1498,519,137,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-8,JR255A_krill_image_68.JPG-8,Dorsal,78,1,4
20,J,JR255A,3294,1474,660,146,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-9,JR255A_krill_image_68.JPG-9,Dorsal,78,1,4
26,J,JR255A,4041,1452,724,164,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-10,JR255A_krill_image_68.JPG-10,Dorsal,78,1,4
26,J,JR255A,273,2157,728,187,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-11,JR255A_krill_image_68.JPG-11,Dorsal,78,1,4
44,FS1,JR255A,1151,2134,1056,205,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-12,JR255A_krill_image_68.JPG-12,Dorsal,78,1,4
32,J,JR255A,2320,2153,819,182,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-13,JR255A_krill_image_68.JPG-13,Dorsal,78,1,4
26,J,JR255A,3326,2161,655,155,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-14,JR255A_krill_image_68.JPG-14,Dorsal,78,1,4
20,J,JR255A,4173,2157,564,168,JR255A_krill_image_67.JPG,JR255A_krill_image_67.jpeg-15,JR255A_krill_image_68.JPG-15,Dorsal,78,1,4
